,imdb_id,overview
6791585,tt2299206,"Blood Glacier At a climate research station in the Alps, the scientists are stunned as the nearby melting glacier is leaking a red liquid. It quickly turns to be very special juice — with unexpected genetic effects on the local wildlife."
6794015,tt0421045,"Bickford Shmeckler's Cool Ideas When his journal of bright ideas is stolen, college freshman Bickford Schmeckler (Fugit) has to blanket the campus in order to locate it."
6798947,tt0328955,"Chouchou Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas."
6802913,tt1815717,"Gerontophilia Lake is an unusual boy: he is a young man with an old soul who discovers he has an odd fixation on the elderly. Realizing that some day, if fate allows, he will be one himself, he is particularly fascinated by old men. He imagines their age to be a beautiful thing and recognizes how these men were once young and vibrant and attractive, as he is now. Although Lake has a girlfriend his own age, named Desiree, he wonders sometimes if his fixation on old men is unnatural and unhealthy - perhaps even sexual. When his mother, who is a nurse, takes on a management job at an old folks home, Lake jumps at her offer of a summer job as an orderly there. Gradually, Lake comes to discover that the old people in the institution are being given psychotropic drugs to keep them in a catatonic state. Lake befriends one old man in particular, Mr. Peabody, who still seems to have some fight left in him. They begin to form a strong bond. Mr. Peabody charms Lake with romantic stories of his youth and ..."
6804422,tt1826590,"About Last Night A modern reimagining of the classic romantic comedy, this contemporary version closely follows new love for two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world."
6808799,tt2708254,"Life of a King Life of a King is the true story of one man's mission to give inner city kids of Washington DC something he never had - a future. After being incarcerated for eighteen years, Eugene Brown established the Big Chair Chess Club to get kids off the streets and working towards lives they never believed they were capable of. This is his inspirational story."
6812579,tt1349482,"Bring It On: Fight to the Finish Christina Milian stars as sassy cheer captain Lina Cruz, whose world is turned upside-down when her family moves from the urban streets of East Los Angeles to the sunny beach town of Malibu. At her new school, Lina clashes with Avery, the ultra-competitive all-star cheer captain, while also falling for Avery's super-cute brother, Evan."
6816650,tt0200310,"Ninja 2 [Period covered: 1582-1594]. As the film opens, the warlod Nobunaga Oda rides to Iga Ayanokuni shrine. He is asked if he thinks he has destroyed all the ninja who opposed him and answers that he suspects that there may be more. A servant brings water and tests it first. The paige dies and we hear gunshots as two ninja flee the scene. His suspicions confirmed, Nobunaga oversees the execution of captured ninja and decides that, in the future, he needs a much crueler method of execution. The daimyo Hideyoshi comes to visit."
6818849,tt0076452,"News from Home Chantal Akerman, the Belgian filmmaker, lives in New York. Filmed images of the City are accompanied by the texts of Chantal Akerman's loving but manipulative mother back home in Brussels. The City comes more and more to the front while the words of the mother, read by Akerman herself, gradually fade away."
6819737,tt0409866,"Satan's Sword The Dai-bosatsu toge trilogy is based on Kaizan Nakazatos unfinished long series of novels (41 books, written from 1913 to 1941). Set in the last period of the Tokugawa Shogunate, Daibosatsu Toge tells the story of Tsuke Ryunosuke, a nihilistic swordmaster who doesn't hesitate to kill anyone, bad or good."
6822845,tt1800246,"That Awkward Moment Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another."
6828107,tt2113075,"The Inevitable Defeat of Mister & Pete Coming of age story about two inner city youths, who are left to fend for themselves over the summer after their mothers are taken away by the authorities."
6831038,tt2234451,"An Amish Murder In ""An Amish Murder"", the peaceful Amish farming community of Painter’s Mill, Ohio, is shattered when a series of brutal murders leaves the town with a sense of frailty and loss of innocence. Among the most affected by the tragedy was Kate Burkholder (Campbell), a young girl who survived the terror and, as a result, left the Amish life behind. Fifteen years later, Kate returns to Painter’s Mill as its Chief of Police. Certain she’s come to terms with her past, Kate’s renewed life in her hometown is shattered when a murder investigation triggers deep-seated emotions from her childhood and exposes a dark secret that could destroy her."
6835691,tt1345444,"Family tree When Frédérick, the patriarch of the Alsatian Muller family, is conspicuously absent from his son Charles' funeral, Frédérick's surviving son and his granddaughter, raw from their loss, await an explanation. Once revealed, Frédérick's reasons and the painful secret Charles harbored for years threaten the foundations of the entire family."
6838913,tt0075386,"Vertical Features Remake Vertical Features Remake is a film by Peter Greenaway. It portrays the work of a fictional Institute of Reclamation and Restoration as they attempt to assemble raw footage taken by ornithologist Tulse Luper into a short film, in accordance with his notes and structuralist film theory. The footage consists mostly of vertical landscape features, such as trees and posts, shot in the English landscape. It contains four restoration attempts, each with a documentary-like introduction:"
